Indicator,Indicator_ID,Indicator_Measure,Indicator_Measure_ID,Geography,Geography_ID,Geo_Label,GEO_Code,Age_Groups,Age_Groups_ID,Sex,Sex_ID,SDOH,SDOH_ID,SDOH_Cat,SDOH_Cat_ID,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,CV_Cr_Interpret,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR,CV_ASR_Interpret,N,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ONTARIO,35,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,377119,962505,39.2,1.2283,36.8,41.6,3.1,3,39.3,1.357080281,36.7,42,3.5,3,1678,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ONTARIO,35,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,404245,1021931,39.6,1.1633,37.3,41.8,2.9,3,39.6,1.19244081,37.3,41.9,3,3,2024,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ONTARIO,35,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,444369,1093631,40.6,1.1453,38.4,42.9,2.8,3,40.3,1.098790965,38.2,42.5,2.7,3,2248,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ONTARIO,35,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,543800,1184114,45.9,1.1453,43.7,48.2,2.5,3,46,1.098541503,43.9,48.2,2.4,3,2624,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,MANITOBA,46,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,26739,77084,34.7,2.4917,29.8,39.6,7.2,3,35.3,2.667672939,30.1,40.5,7.6,3,256,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,MANITOBA,46,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,34073,89591,38,2.6233,32.9,43.2,6.9,3,38.5,2.633172999,33.3,43.6,6.8,3,280,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,MANITOBA,46,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,38139,94458,40.4,2.4796,35.5,45.2,6.1,3,41.4,2.680384442,36.2,46.7,6.5,3,323,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,MANITOBA,46,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,37707,92720,40.7,2.2733,36.2,45.1,5.6,3,40.7,2.333345886,36.2,45.3,5.7,3,325,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,MANITOBA,46,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,43093,100602,42.8,2.2803,38.4,47.3,5.3,3,43,2.291755453,38.5,47.5,5.3,3,442,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,12456,41438,30.1,3.3939,23.4,36.7,11.3,3,30.9,3.342818032,24.4,37.5,10.8,3,139,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,19932,53006,37.6,3.3049,31.1,44.1,8.8,3,37.5,3.432081447,30.8,44.2,9.2,3,185,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,30456,75623,40.3,2.8007,34.8,45.8,7,3,39.9,2.823263736,34.4,45.5,7.1,3,267,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,38013,89971,42.2,2.6813,37,47.5,6.3,3,41.9,2.630224385,36.8,47.1,6.3,3,308,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,68538,145248,47.2,1.9452,43.4,51,4.1,3,46.7,2.007602698,42.7,50.6,4.3,3,549,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ALBERTA,48,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,64007,184362,34.7,2.0263,30.7,38.7,5.8,3,36,2.092188254,31.9,40.1,5.8,3,453,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ALBERTA,48,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,96530,240784,40.1,1.9566,36.3,43.9,4.9,3,39.9,2.097501659,35.8,44.1,5.3,3,624,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ALBERTA,48,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,115857,297782,38.9,1.6168,35.7,42.1,4.2,3,38.1,1.625956058,34.9,41.2,4.3,3,758,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ALBERTA,48,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,144329,339738,42.5,1.61,39.3,45.6,3.8,3,42.2,1.593854748,39.1,45.4,3.8,3,898,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ALBERTA,48,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,243349,543161,44.8,1.327,42.2,47.4,3,3,44.9,1.262912802,42.4,47.3,2.8,3,1554,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,females,3,Income (household),1,Quintile 1 (lowest),1,2015-2018,106227,304253,34.9,1.749,31.5,38.3,5,3,35.9,1.730922705,32.5,39.3,4.8,3,666,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,females,3,Income (household),1,Quintile 2,2,2015-2018,145385,353278,41.2,1.5579,38.1,44.2,3.8,3,41.5,1.750537137,38.1,45,4.2,3,853,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,females,3,Income (household),1,Quintile 3,3,2015-2018,144514,357899,40.4,1.5541,37.3,43.4,3.8,3,40.3,1.714249455,37,43.7,4.3,3,846,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,females,3,Income (household),1,Quintile 4,4,2015-2018,150421,357666,42.1,1.5899,38.9,45.2,3.8,3,41.6,1.522051774,38.6,44.5,3.7,3,986,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,females,3,Income (household),1,Quintile 5 (highest),5,2015-2018,188395,397148,47.4,1.563,44.4,50.5,3.3,3,46.8,1.518055878,43.8,49.7,3.2,3,1200,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,CANADA,0,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,154223,442619,34.8,1.2859,32.3,37.4,3.7,3,31.6,1.915247497,27.8,35.3,6.1,3,1580,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,CANADA,0,adults aged 18+ years,1,both sexes,1,Education (household),2,High school,9,2015-2018,454368,1314448,34.6,0.8736,32.9,36.3,2.5,3,33.9,0.952495163,32,35.7,2.8,3,3114,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,CANADA,0,adults aged 18+ years,1,both sexes,1,Education (household),2,Post-secondary or university,10,2015-2018,2929223,8110772,36.1,0.4133,35.3,36.9,1.1,3,36.2,0.412976534,35.4,37,1.1,3,13938,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,11722,37937,30.9,2.023,26.9,34.9,6.5,3,26,3.498475554,19.1,32.8,13.5,3,274,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,both sexes,1,Education (household),2,High school,9,2015-2018,16666,55084,30.3,2.308,25.7,34.8,7.6,3,27.5,2.266013165,23,31.9,8.2,3,258,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,both sexes,1,Education (household),2,Post-secondary or university,10,2015-2018,106041,294506,36,1.0975,33.9,38.2,3,3,35.4,1.052320047,33.4,37.5,3,3,1289,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,2693,7338,36.7,3.3506,30.1,43.3,9.1,3,28.2,4.187098626,20,36.5,14.8,3,119,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,both sexes,1,Education (household),2,High school,9,2015-2018,6154,16187,38,2.7666,32.6,43.4,7.3,3,37.7,3.083801749,31.6,43.7,8.2,3,185,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,both sexes,1,Education (household),2,Post-secondary or university,10,2015-2018,32483,84502,38.4,1.3309,35.8,41.1,3.5,3,38.1,1.287239878,35.6,40.6,3.4,3,795,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,17462,49135,35.5,2.3498,30.9,40.2,6.6,3,30.1,3.578224954,23.1,37.1,11.9,3,298,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,both sexes,1,Education (household),2,High school,9,2015-2018,34221,95874,35.7,1.6821,32.4,39,4.7,3,34.7,1.92538201,31,38.5,5.5,3,431,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,both sexes,1,Education (household),2,Post-secondary or university,10,2015-2018,194649,549348,35.4,0.7942,33.9,37,2.2,3,35,0.858802993,33.3,36.7,2.5,3,2045,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,17248,45362,38,2.5307,33.1,43,6.7,3,34.8,4.795841836,25.4,44.2,13.8,3,256,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,both sexes,1,Education (household),2,High school,9,2015-2018,33247,100963,32.9,1.9678,29.1,36.8,6,3,30.6,2.045561297,26.6,34.6,6.7,3,369,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,both sexes,1,Education (household),2,Post-secondary or university,10,2015-2018,141246,400031,35.3,0.986,33.4,37.2,2.8,3,34.8,1.058223324,32.8,36.9,3,3,1335,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,QUEBEC,24,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,183658,535268,34.3,0.9509,32.4,36.2,2.8,3,30.6,1.425834264,27.8,33.4,4.7,3,1912,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,QUEBEC,24,adults aged 18+ years,1,both sexes,1,Education (household),2,High school,9,2015-2018,274828,733977,37.4,1.0153,35.5,39.4,2.7,3,36.9,1.194991702,34.6,39.3,3.2,3,2001,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,QUEBEC,24,adults aged 18+ years,1,both sexes,1,Education (household),2,Post-secondary or university,10,2015-2018,1759134,4821780,36.5,0.4068,35.7,37.3,1.1,3,36.6,0.428994918,35.7,37.4,1.2,3,10476,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ONTARIO,35,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,154223,442619,34.8,1.2859,32.3,37.4,3.7,3,31.6,1.915247497,27.8,35.3,6.1,3,1580,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ONTARIO,35,adults aged 18+ years,1,both sexes,1,Education (household),2,High school,9,2015-2018,454368,1314448,34.6,0.8736,32.9,36.3,2.5,3,33.9,0.952495163,32,35.7,2.8,3,3114,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ONTARIO,35,adults aged 18+ years,1,both sexes,1,Education (household),2,Post-secondary or university,10,2015-2018,2929223,8110772,36.1,0.4133,35.3,36.9,1.1,3,36.2,0.412976534,35.4,37,1.1,3,13938,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,MANITOBA,46,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,21654,60370,35.9,2.1764,31.6,40.1,6.1,3,31.6,2.83769352,26,37.2,9,3,355,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,MANITOBA,46,adults aged 18+ years,1,both sexes,1,Education (household),2,High school,9,2015-2018,52245,162360,32.2,1.6812,28.9,35.5,5.2,3,32.6,1.666984715,29.3,35.9,5.1,3,582,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,MANITOBA,46,adults aged 18+ years,1,both sexes,1,Education (household),2,Post-secondary or university,10,2015-2018,222816,634121,35.1,0.9062,33.4,36.9,2.6,3,35.6,0.921057021,33.8,37.4,2.6,3,2041,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,16085,49617,32.4,2.2422,28,36.8,6.9,3,28.2,3.3388209,21.6,34.7,11.8,3,288,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,both sexes,1,Education (household),2,High school,9,2015-2018,55229,152237,36.3,1.7651,32.8,39.7,4.9,3,36.1,1.815336756,32.5,39.7,5,3,550,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,both sexes,1,Education (household),2,Post-secondary or university,10,2015-2018,208459,555427,37.5,0.9392,35.7,39.4,2.5,3,37.7,0.976340047,35.8,39.6,2.6,3,1861,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ALBERTA,48,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,42146,119410,35.3,1.8764,31.6,39,5.3,3,34.2,2.278229082,29.8,38.7,6.7,3,556,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ALBERTA,48,adults aged 18+ years,1,both sexes,1,Education (household),2,High school,9,2015-2018,141294,409800,34.5,1.1545,32.2,36.7,3.3,3,34.4,1.20610606,32,36.7,3.5,3,1223,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,ALBERTA,48,adults aged 18+ years,1,both sexes,1,Education (household),2,Post-secondary or university,10,2015-2018,882809,2438839,36.2,0.5525,35.1,37.3,1.5,3,36.3,0.557810887,35.2,37.4,1.5,3,5886,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,42384,116088,36.5,2.195,32.2,40.8,6,3,33.1,2.575972217,28.1,38.2,7.8,3,495,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,both sexes,1,Education (household),2,High school,9,2015-2018,188728,554713,34,1.2281,31.6,36.4,3.6,3,33.2,1.224614925,30.8,35.6,3.7,3,1528,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,both sexes,1,Education (household),2,Post-secondary or university,10,2015-2018,962532,2715313,35.4,0.5892,34.3,36.6,1.7,3,35.3,0.563001291,34.2,36.5,1.6,3,6248,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,YUKON,60,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,42384,116088,36.5,2.195,32.2,40.8,6,3,33.1,2.575972217,28.1,38.2,7.8,3,495,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,YUKON,60,adults aged 18+ years,1,both sexes,1,Education (household),2,High school,9,2015-2018,188728,554713,34,1.2281,31.6,36.4,3.6,3,33.2,1.224614925,30.8,35.6,3.7,3,1528,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,YUKON,60,adults aged 18+ years,1,both sexes,1,Education (household),2,Post-secondary or university,10,2015-2018,962532,2715313,35.4,0.5892,34.3,36.6,1.7,3,35.3,0.563001291,34.2,36.5,1.6,3,6248,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NORTHWEST TERRITORIES,61,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,42384,116088,36.5,2.195,32.2,40.8,6,3,33.1,2.575972217,28.1,38.2,7.8,3,495,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NORTHWEST TERRITORIES,61,adults aged 18+ years,1,both sexes,1,Education (household),2,High school,9,2015-2018,188728,554713,34,1.2281,31.6,36.4,3.6,3,33.2,1.224614925,30.8,35.6,3.7,3,1528,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NORTHWEST TERRITORIES,61,adults aged 18+ years,1,both sexes,1,Education (household),2,Post-secondary or university,10,2015-2018,962532,2715313,35.4,0.5892,34.3,36.6,1.7,3,35.3,0.563001291,34.2,36.5,1.6,3,6248,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NUNAVUT,62,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,42384,116088,36.5,2.195,32.2,40.8,6,3,33.1,2.575972217,28.1,38.2,7.8,3,495,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NUNAVUT,62,adults aged 18+ years,1,both sexes,1,Education (household),2,High school,9,2015-2018,188728,554713,34,1.2281,31.6,36.4,3.6,3,33.2,1.224614925,30.8,35.6,3.7,3,1528,
Overweight,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NUNAVUT,62,adults aged 18+ years,1,both sexes,1,Education (household),2,Post-secondary or university,10,2015-2018,962532,2715313,35.4,0.5892,34.3,36.6,1.7,3,35.3,0.563001291,34.2,36.5,1.6,3,6248,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,CANADA,0,adults aged 18+ years,1,males,2,Education (household),2,Less than high school,8,2015-2018,73709,204415,36.1,2.1954,31.8,40.4,6.1,3,33.8,2.814083714,28.3,39.3,8.3,3,721,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,CANADA,0,adults aged 18+ years,1,males,2,Education (household),2,High school,9,2015-2018,240119,655258,36.6,1.2637,34.2,39.1,3.4,3,36.2,1.403672903,33.4,38.9,3.9,3,1510,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,CANADA,0,adults aged 18+ years,1,males,2,Education (household),2,Post-secondary or university,10,2015-2018,1675703,4032034,41.6,0.6207,40.3,42.8,1.5,3,41.7,0.609688306,40.5,42.9,1.5,3,7447,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,males,2,Education (household),2,Less than high school,8,2015-2018,5424,17579,30.9,3.1203,24.7,37,10.1,3,24.4,5.733896859,13.2,35.7,23.5,2,123,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,males,2,Education (household),2,High school,9,2015-2018,6916,25453,27.2,3.3889,20.5,33.8,12.5,3,26.4,3.247045694,20,32.8,12.3,3,110,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,males,2,Education (household),2,Post-secondary or university,10,2015-2018,55705,149186,37.3,1.5265,34.3,40.3,4.1,3,37,1.547962053,34,40,4.2,3,657,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,males,2,Education (household),2,Less than high school,8,2015-2018,1451,3803,38.2,4.9281,28.5,47.8,12.9,3,26.5,4.356810354,17.9,35,16.4,2,61,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,males,2,Education (household),2,High school,9,2015-2018,3113,8111,38.4,4.1227,30.3,46.5,10.7,3,38.7,4.669094007,29.6,47.9,12.1,3,87,
Overweigh,2,"Prevalence (%) of overweight (self-reported, adjusted BMI)",3,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,males,2,Education (household),2,Post-secondary or university,10,2015-2018,18547,41492,44.7,1.9319,40.9,48.5,4.3,3,44.3,1.908033803,40.5,48,4.3,3,393,
